"DIST_NAME","SCH_NAME","GROUP_LABEL","OFFENSE_LABEL","ARREST_NUMER","ARREST_PCT"
"Springfield","Lyceum Academy","Afr. Amer./Black","Other violence or substance-related offense",1,2
"Springfield","Lyceum Academy","Hispanic/Latino","All Offenses",2,0.5
"Springfield","Lyceum Academy","Hispanic/Latino","Physical fight ",2,0.5
"Springfield","Springfield Public Day Middle School","All Students","All Offenses",1,1.8
"Springfield","Springfield Public Day Middle School","Low income","All Offenses",1,1.9
"Springfield","Springfield Public Day Middle School","Students w/disabilities","All Offenses",1,1.8
"Springfield","Springfield Public Day Middle School","High needs","All Offenses",1,1.8
"Springfield","Springfield Public Day Middle School","Male","All Offenses",1,2.3
"Springfield","Springfield Middle School","All Students","All Offenses",3,8.1
"Springfield","Springfield Middle School","Low income","All Offenses",3,8.3
"Springfield","Springfield Middle School","High needs","All Offenses",3,8.1
"Springfield","Springfield Middle School","Male","All Offenses",3,10.7
"Springfield","Impact Prep at Chestnut","All Students","All Offenses",1,0.4
"Springfield","Impact Prep at Chestnut","All Students","Threat of physical attack",1,0.4
"Springfield","Impact Prep at Chestnut","Low income","All Offenses",1,0.4
"Springfield","Impact Prep at Chestnut","Low income","Threat of physical attack",1,0.4
"Springfield","Impact Prep at Chestnut","Students w/disabilities","All Offenses",1,1.4
"Springfield","Impact Prep at Chestnut","Students w/disabilities","Threat of physical attack",1,1.4
"Springfield","Impact Prep at Chestnut","High needs","All Offenses",1,0.4
"Springfield","Impact Prep at Chestnut","High needs","Threat of physical attack",1,0.4
"Springfield","Impact Prep at Chestnut","Male","All Offenses",1,0.8
"Springfield","Impact Prep at Chestnut","Hispanic/Latino","All Offenses",1,0.5
"Springfield","Impact Prep at Chestnut","Hispanic/Latino","Threat of physical attack",1,0.5
"Springfield","High School Of Commerce","All Students","All Offenses",2,0.1
"Springfield","High School Of Commerce","All Students","Physical attack (battery)",2,0.1
"Springfield","High School Of Commerce","English Learner","All Offenses",2,0.8
"Springfield","High School Of Commerce","Low income","All Offenses",2,0.2
"Springfield","High School Of Commerce","Low income","Physical attack (battery)",2,0.2
"Springfield","High School Of Commerce","High needs","All Offenses",2,0.2
"Springfield","High School Of Commerce","High needs","Physical attack (battery)",2,0.2
"Springfield","High School Of Commerce","Male","All Offenses",2,0.3
"Springfield","High School Of Commerce","Male","Physical attack (battery)",2,0.3
"Springfield","High School Of Commerce","Hispanic/Latino","All Offenses",2,0.2
"Springfield","High School Of Commerce","Hispanic/Latino","Physical attack (battery)",2,0.2
"Springfield","Springfield Public Day High School","All Students","All Offenses",5,5.7
"Springfield","Springfield Public Day High School","Low income","All Offenses",5,6
"Springfield","Springfield Public Day High School","Students w/disabilities","All Offenses",5,5.7
"Springfield","Springfield Public Day High School","High needs","All Offenses",5,5.7
"Springfield","Springfield Public Day High School","Hispanic/Latino","All Offenses",1,1.9
"Stoughton","Stoughton High","All Students","All Offenses",1,0.1
"Stoughton","Stoughton High","All Students","Physical attack (battery)",1,0.1
"Stoughton","Stoughton High","Low income","All Offenses",1,0.2
"Stoughton","Stoughton High","Low income","Physical attack (battery)",1,0.2
"Stoughton","Stoughton High","Students w/disabilities","All Offenses",1,0.6
"Stoughton","Stoughton High","Students w/disabilities","Physical attack (battery)",1,0.6
"Stoughton","Stoughton High","High needs","All Offenses",1,0.2
"Stoughton","Stoughton High","High needs","Physical attack (battery)",1,0.2
"Stoughton","Stoughton High","Male","All Offenses",1,0.2
"Stoughton","Stoughton High","Male","Physical attack (battery)",1,0.2
"Tewksbury","Tewksbury Memorial High","All Students","All Offenses",1,0.1
"Tewksbury","Tewksbury Memorial High","All Students","Other violence or substance-related offense",1,0.1
"Tewksbury","Tewksbury Memorial High","Low income","All Offenses",1,0.5
"Tewksbury","Tewksbury Memorial High","Low income","Other violence or substance-related offense",1,0.5
"Tewksbury","Tewksbury Memorial High","High needs","All Offenses",1,0.4
"Tewksbury","Tewksbury Memorial High","High needs","Other violence or substance-related offense",1,0.4
"Tewksbury","Tewksbury Memorial High","Male","All Offenses",1,0.3
"Tewksbury","Tewksbury Memorial High","Male","Other violence or substance-related offense",1,0.3
"Tewksbury","Tewksbury Memorial High","White","All Offenses",1,0.2
"Tewksbury","Tewksbury Memorial High","White","Other violence or substance-related offense",1,0.2
"Webster","Bartlett High School","All Students","All Offenses",1,0.2
"Webster","Bartlett High School","All Students","Threat of physical attack",1,0.2
"Webster","Bartlett High School","Low income","All Offenses",1,0.3
"Webster","Bartlett High School","Students w/disabilities","All Offenses",1,1.2
"Webster","Bartlett High School","High needs","All Offenses",1,0.3
"Webster","Bartlett High School","Male","All Offenses",1,0.5
"Webster","Bartlett High School","Hispanic/Latino","All Offenses",1,0.6
"West Springfield","West Springfield Middle","All Students","All Offenses",1,0.1
"West Springfield","West Springfield Middle","All Students","Physical attack (battery)",1,0.1
"West Springfield","West Springfield Middle","Low income","All Offenses",1,0.2
"West Springfield","West Springfield Middle","Low income","Physical attack (battery)",1,0.2
"West Springfield","West Springfield Middle","High needs","All Offenses",1,0.2
"West Springfield","West Springfield Middle","High needs","Physical attack (battery)",1,0.2
"West Springfield","West Springfield Middle","Female","All Offenses",1,0.2
"Worcester","North High","All Students","All Offenses",1,0.1
"Worcester","North High","All Students","Physical attack (battery)",1,0.1
"Worcester","North High","Low income","All Offenses",1,0.1
"Worcester","North High","Low income","Physical attack (battery)",1,0.1
"Worcester","North High","Students w/disabilities","All Offenses",1,0.3
"Worcester","North High","Students w/disabilities","Physical attack (battery)",1,0.3
"Worcester","North High","High needs","All Offenses",1,0.1
"Worcester","North High","High needs","Physical attack (battery)",1,0.1
"Worcester","North High","Male","All Offenses",1,0.1
"Worcester","North High","Male","Physical attack (battery)",1,0.1
"Worcester","North High","Hispanic/Latino","All Offenses",1,0.1
"Worcester","North High","Hispanic/Latino","Physical attack (battery)",1,0.1
"Excel Academy Charter (District)","Excel Academy Charter School","All Students","All Offenses",1,0.1
"Excel Academy Charter (District)","Excel Academy Charter School","English Learner","All Offenses",1,0.6
"Excel Academy Charter (District)","Excel Academy Charter School","Low income","All Offenses",1,0.1
"Excel Academy Charter (District)","Excel Academy Charter School","Students w/disabilities","All Offenses",1,0.4
"Excel Academy Charter (District)","Excel Academy Charter School","High needs","All Offenses",1,0.1
"Excel Academy Charter (District)","Excel Academy Charter School","Male","All Offenses",1,0.1
"Sizer School: A North Central Charter Essential (District)","Sizer School: A North Central Charter Essential School","All Students","All Offenses",1,0.3
"Sizer School: A North Central Charter Essential (District)","Sizer School: A North Central Charter Essential School","All Students","Non-drug, non-violent or non-criminal-related offense",1,0.3
"Sizer School: A North Central Charter Essential (District)","Sizer School: A North Central Charter Essential School","All Students","Threat of physical attack",1,0.3
"Sizer School: A North Central Charter Essential (District)","Sizer School: A North Central Charter Essential School","Low income","All Offenses",1,0.5
"Sizer School: A North Central Charter Essential (District)","Sizer School: A North Central Charter Essential School","Low income","Non-drug, non-violent or non-criminal-related offense",1,0.5
"Sizer School: A North Central Charter Essential (District)","Sizer School: A North Central Charter Essential School","Low income","Threat of physical attack",1,0.5
"Sizer School: A North Central Charter Essential (District)","Sizer School: A North Central Charter Essential School","High needs","All Offenses",1,0.4
"Sizer School: A North Central Charter Essential (District)","Sizer School: A North Central Charter Essential School","High needs","Non-drug, non-violent or non-criminal-related offense",1,0.4
"Sizer School: A North Central Charter Essential (District)","Sizer School: A North Central Charter Essential School","High needs","Threat of physical attack",1,0.4
"Sizer School: A North Central Charter Essential (District)","Sizer School: A North Central Charter Essential School","Male","All Offenses",1,0.5
"Sizer School: A North Central Charter Essential (District)","Sizer School: A North Central Charter Essential School","Male","Non-drug, non-violent or non-criminal-related offense",1,0.5
"Sizer School: A North Central Charter Essential (District)","Sizer School: A North Central Charter Essential School","Male","Threat of physical attack",1,0.5
"Sizer School: A North Central Charter Essential (District)","Sizer School: A North Central Charter Essential School","Hispanic/Latino","All Offenses",1,1.1
"Sizer School: A North Central Charter Essential (District)","Sizer School: A North Central Charter Essential School","Hispanic/Latino","Non-drug, non-violent or non-criminal-related offense",1,1.1
"Prospect Hill Academy Charter (District)","Prospect Hill Academy Charter School","All Students","All Offenses",1,0.1
"Prospect Hill Academy Charter (District)","Prospect Hill Academy Charter School","Low income","All Offenses",1,0.1
"Prospect Hill Academy Charter (District)","Prospect Hill Academy Charter School","Students w/disabilities","All Offenses",1,0.6
"Prospect Hill Academy Charter (District)","Prospect Hill Academy Charter School","High needs","All Offenses",1,0.1
"Prospect Hill Academy Charter (District)","Prospect Hill Academy Charter School","Male","All Offenses",1,0.2
"Prospect Hill Academy Charter (District)","Prospect Hill Academy Charter School","Afr. Amer./Black","All Offenses",1,0.2
"Phoenix Charter Academy (District)","Phoenix Charter Academy","All Students","All Offenses",1,0.4
"Phoenix Charter Academy (District)","Phoenix Charter Academy","Male","All Offenses",1,0.8
"Berkshire Hills","Monument Mt Regional High","All Students","All Offenses",1,0.2
"Berkshire Hills","Monument Mt Regional High","Low income","All Offenses",1,0.5
"Berkshire Hills","Monument Mt Regional High","High needs","All Offenses",1,0.4
"Berkshire Hills","Monument Mt Regional High","Male","All Offenses",1,0.4
"Berkshire Hills","Monument Mt Regional High","White","All Offenses",1,0.2
"Blackstone-Millville","Frederick W. Hartnett Middle School","All Students","All Offenses",1,0.2
"Blackstone-Millville","Frederick W. Hartnett Middle School","All Students","Threat of physical attack",1,0.2
"Blackstone-Millville","Frederick W. Hartnett Middle School","Low income","All Offenses",1,0.6
"Blackstone-Millville","Frederick W. Hartnett Middle School","Low income","Threat of physical attack",1,0.6
"Blackstone-Millville","Frederick W. Hartnett Middle School","Students w/disabilities","All Offenses",1,1.2
"Blackstone-Millville","Frederick W. Hartnett Middle School","High needs","All Offenses",1,0.5
"Blackstone-Millville","Frederick W. Hartnett Middle School","High needs","Threat of physical attack",1,0.5
"Blackstone-Millville","Frederick W. Hartnett Middle School","Female","All Offenses",1,0.6
"Blackstone-Millville","Frederick W. Hartnett Middle School","Hispanic/Latino","All Offenses",1,2.6
"Martha's Vineyard","Martha's Vineyard Regional High","All Students","All Offenses",1,0.1
"Martha's Vineyard","Martha's Vineyard Regional High","Low income","All Offenses",1,0.3
"Martha's Vineyard","Martha's Vineyard Regional High","Students w/disabilities","All Offenses",1,0.7
"Martha's Vineyard","Martha's Vineyard Regional High","High needs","All Offenses",1,0.2
"Martha's Vineyard","Martha's Vineyard Regional High","Male","All Offenses",1,0.2
"Martha's Vineyard","Martha's Vineyard Regional High","White","All Offenses",1,0.2
"Ralph C Mahar","Ralph C Mahar Regional","All Students","All Offenses",1,0.2
"Ralph C Mahar","Ralph C Mahar Regional","All Students","Non-drug, non-violent or non-criminal-related offense",1,0.2
"Ralph C Mahar","Ralph C Mahar Regional","All Students","Physical attack (battery)",1,0.2
"Ralph C Mahar","Ralph C Mahar Regional","Female","All Offenses",1,0.4
"Ralph C Mahar","Ralph C Mahar Regional","Female","Non-drug, non-violent or non-criminal-related offense",1,0.4
"Ralph C Mahar","Ralph C Mahar Regional","White","All Offenses",1,0.2
"Ralph C Mahar","Ralph C Mahar Regional","White","Non-drug, non-violent or non-criminal-related offense",1,0.2
"Ralph C Mahar","Ralph C Mahar Regional","White","Physical attack (battery)",1,0.2
"Wachusett","Wachusett Regional High","All Students","All Offenses",1,0
"Wachusett","Wachusett Regional High","All Students","Physical attack (battery)",1,0
"Wachusett","Wachusett Regional High","Low income","All Offenses",1,0.3
"Wachusett","Wachusett Regional High","High needs","All Offenses",1,0.2
"Wachusett","Wachusett Regional High","High needs","Physical attack (battery)",1,0.2
"Wachusett","Wachusett Regional High","Female","All Offenses",1,0.1
"Wachusett","Wachusett Regional High","White","All Offenses",1,0.1
"Wachusett","Wachusett Regional High","White","Physical attack (battery)",1,0.1
"Shawsheen Valley Regional Vocational Technical","Shawsheen Valley Vocational Technical High School","All Students","All Offenses",2,0.2
"Shawsheen Valley Regional Vocational Technical","Shawsheen Valley Vocational Technical High School","All Students","Other violence or substance-related offense",2,0.2
"Shawsheen Valley Regional Vocational Technical","Shawsheen Valley Vocational Technical High School","Male","All Offenses",2,0.2
"Shawsheen Valley Regional Vocational Technical","Shawsheen Valley Vocational Technical High School","Male","Other violence or substance-related offense",2,0.2
"Shawsheen Valley Regional Vocational Technical","Shawsheen Valley Vocational Technical High School","White","All Offenses",2,0.2
"Shawsheen Valley Regional Vocational Technical","Shawsheen Valley Vocational Technical High School","White","Other violence or substance-related offense",2,0.2
